             UB              LB           Time(s)
            722             -20               0.7
            722             368               1.4
            722             388               2.4
            722             389               2.7
            722             409               3.5
            722             410               3.6
            722             424               4.5
            722             425               4.7
            722             426               4.8
            722             428               5.5
            722             429               5.8
            722             431               6.4
            722             433               7.1
            722             434               7.7
            722             435               9.0
            722             436               9.2
            722             437              10.2
            722             438              11.0
            722             439              13.4
            722             440              14.6
            722             441              15.2
            722             442              16.0
            707             442              20.8
            684             442              23.2
            638             442              35.1
            638             445              44.4
            619             445              46.4
            618             445              51.6
            618             446              84.0
            618             448              94.8
            618             449              95.7
            618             450              96.7
            618             451              99.4
            618             452              99.9
            594             452             116.5
            594             453             130.3
            594             454             136.0
            594             459             146.4
            594             463             169.7
            594             465             172.4
            594             466             186.7
            594             467             189.5
            594             468             199.1
            594             470             209.0
            594             471             213.9
            594             472             217.9
            594             473             220.1
            594             474             247.4
            594             475             264.9
            588             475             270.9
            588             476             274.3
            588             477             289.2
            573             477             294.8
            567             477             296.4
            567             478             313.2
            567             479             334.7
            567             480             337.5
            567             481             351.5
            567             482             362.7
            567             483             367.8
            567             484             395.2
            567             485             414.7
            567             486             429.0
            567             487             460.3
            567             488             483.6
            567             489             499.9
            567             490             513.9
            567             491             534.5
            567             492             557.6
            567             493             572.7
            567             494             589.1
            567             495             610.1
            567             496             630.2
            561             496             648.8
            561             497             656.1
            561             498             680.1
            561             499             700.2
            561             500             726.2
            561             501             778.6
            561             502             802.6
            561             503            1630.7
            561             505            1635.1
            561             506            1638.8
            561             507            1690.8
            561             513            1708.7
            561             516            1729.9
            561             517            1739.3
            561             518            1741.2
            561             520            1743.1
            561             521            1746.1
            561             522            1759.5
            561             523            1761.4
            561             524            1765.9
            561             525            1767.1
            561             528            1778.0
            561             529            1799.8
            561             530            1802.2
            561             531            1814.2
            561             532            1815.0
            561             533            1820.5
            561             534            1827.1
            561             535            1827.4
            561             536            1833.1
            561             537            1842.5
            561             538            1842.6
            561             539            1843.9
            561             540            1849.4
            561             541            1854.4
            561             542            1858.3
            561             543            1858.4
            561             544            1861.3
            561             545            1863.5
            561             546            1870.4
            561             547            1872.9
            561             548            1883.1
            561             549            1885.9
            561             550            1888.2
            561             551            1893.2
            561             552            1896.2
            561             553            1899.2
            561             554            1900.1
            561             555            1901.0
            561             556            1902.9
            561             557            1904.9
            561             558            1905.4
            561             559            1905.7
            561             560            1906.4
            561             561            1906.4

../solutions/ILP1/R05_12_03_00         561.000             561             561             561              48         0.00000        1906.372               1

