             UB              LB           Time(s)
            650             412               1.1
            650             427               2.5
            650             433               3.4
            650             444               5.8
            650             445               6.3
            650             448               7.7
            650             449               8.1
            650             450               8.8
            650             451               9.0
            650             452               9.7
            650             453              10.6
            650             455              11.5
            650             456              11.9
            650             457              12.6
            650             458              13.4
            650             459              20.0
            650             462              21.6
            650             463              24.9
            650             464              29.8
            650             465              31.7
            650             466              37.6
            650             468              43.3
            650             469              44.6
            650             470              48.6
            650             473              49.6
            650             474              51.6
            650             475              95.3
            649             475             107.1
            649             476             113.8
            649             477             176.5
            649             478             335.7
            649             479             401.8
            649             481             482.8
            649             483             487.9
            649             484             521.9
            649             485             542.4
            649             486             562.1
            649             488             602.5
            649             489             636.5
            649             490             645.6
            649             491             650.6
            649             492             676.5
            649             493             686.7
            649             494             777.5
            649             495             797.2
            649             496             820.0
            649             497             857.6
            649             498             878.3
            649             499             904.3
            649             500             967.2
            649             501            1043.7
            649             502            1075.2
            649             503            1087.0
            649             504            1178.0
            649             505            1231.2
            649             507            1349.9
            649             508            1379.9
            649             509            1398.7
            649             510            1497.1
            649             511            1558.1
            649             512            1624.1
            621             512            1627.1
            621             513            1641.8
            621             514            1680.4
            621             515            1722.2
            621             516            1789.5
            621             517            1858.7
            621             518            1941.1
            621             519            2087.1
            621             520            2157.9
            621             521            2320.3
            621             522            2376.2
            621             523            2463.3
            621             524            2533.0
            621             525            2599.7
            621             526            2701.9
            621             527            2779.8
            621             528            2914.2
            621             529            3034.7

../solutions/ILP1/R07_10_03_20         528.198             529             621             601               1         0.14815        3600.072               0

