             UB              LB           Time(s)
            751             -83               0.9
            751             495               1.6
            751             502               2.7
            751             503               3.0
            751             504               3.1
            751             505               3.3
            751             509               4.0
            751             515               5.3
            751             516               5.7
            751             522               6.7
            751             524               7.7
            751             526               8.4
            751             527               9.1
            751             528               9.9
            751             529              10.1
            751             530              10.5
            751             531              12.0
            751             532              13.1
            751             533              13.8
            751             535              15.1
            751             536              16.3
            751             537              17.0
            751             538              17.7
            751             539              18.7
            751             540              20.3
            751             541              26.7
            751             543              28.3
            751             544              29.9
            751             545              35.2
            751             546              36.9
            751             549              53.6
            751             551              65.4
            751             560              68.6
            751             562             160.1
            751             564             178.2
            751             566             196.8
            751             568             197.4
            741             568             202.5
            738             568             202.5
            734             568             202.5
            734             569             202.8
            734             572             206.1
            707             572             207.6
            686             572             221.0
            686             573             221.2
            686             574             225.4
            686             575             227.2
            685             575             229.0
            685             576             236.0
            685             577             240.2
            685             578             253.7
            685             579             262.3
            674             579             280.2
            674             580             280.6
            674             581             285.3
            674             582             293.2
            674             583             308.4
            674             584             318.2
            670             584             326.5
            670             585             331.8
            670             586             355.0
            670             587             358.4
            670             588             371.2
            669             588             385.3
            669             589             391.6
            669             590             403.1
            669             591             416.1
            669             592             431.8
            669             593             444.9
            669             594             456.0
            669             595             486.2
            669             596             518.9
            669             597             553.9
            669             598             570.2
            669             599             595.0
            669             600             622.1
            669             601             662.9
            669             602             683.7
            669             603             713.8
            669             604             734.8
            669             605             769.7
            669             606             789.5
            669             607             831.1
            669             608             874.0
            669             609            1686.1
            669             610            1692.9
            669             611            1705.8
            669             612            1709.7
            669             613            1713.3
            669             614            1728.4
            669             615            1731.5
            669             616            1737.2
            669             617            1742.6
            669             619            1746.5
            669             620            1750.3
            669             621            1755.5
            669             622            1770.6
            669             623            1782.1
            669             624            1798.5
            669             625            1827.2
            669             626            1839.6
            669             627            1850.2
            667             627            1852.3
            667             628            1860.4
            667             629            1883.2
            667             630            1914.5
            667             631            1935.3
            667             632            1958.2
            667             633            1991.0
            667             634            2010.0
            667             635            2071.8
            667             636            2113.5
            667             637            2164.0
            667             638            2189.9
            667             639            2233.4
            667             640            2262.4
            667             641            2299.3
            667             642            2372.4
            667             643            2445.8
            667             644            2512.3
            667             645            2591.0
            667             646            2659.5
            667             647            2757.7
            667             648            2853.2
            667             649            2964.6
            667             650            3051.8
            667             651            3139.7
            667             652            3230.3
            667             653            3319.2
            667             654            3430.1
            667             655            3506.0
            667             656            3589.4

../solutions/ILP1/R09_12_05_00         655.149             656             667             667              90         0.01649        3600.020               0

