             UB              LB           Time(s)
            568             407               0.1
            568             417               0.3
            568             419               0.3
            568             422               0.4
            568             423               0.5
            568             424               0.5
            568             427               0.6
            568             428               0.7
            568             432               1.0
            529             432               1.0
            527             432               1.2
            527             433               1.2
            527             434               1.3
            488             434               1.3
            488             435               2.4
            488             436               2.4
            488             438               2.7
            484             438               3.6
            481             438               3.7
            481             439               3.8
            481             440               3.9
            480             440               3.9
            473             442               4.3
            473             445               4.3
            473             447               4.4
            473             449               4.4
            472             455               4.4
            470             455               4.5
            470             456               4.5
            470             457               4.5
            470             460               4.5
            470             462               4.6
            470             463               4.6
            469             463               4.6
            469             464               4.7
            467             464               4.8
            467             465               4.8
            466             465               4.8
            466             466               4.9

../solutions/ILP1/R08_06_05_01         466.000             466             466             462               4         0.00000           4.899               1

