             UB              LB           Time(s)
            557             -55               0.1
            557             365               0.2
            557             391               0.5
            557             392               0.5
            557             393               0.5
            557             397               0.7
            557             398               0.7
            557             401               1.0
            557             403               1.2
            557             404               1.4
            557             405               1.5
            557             407               1.6
            557             408               1.7
            557             409               1.8
            556             409               2.5
            556             410               2.5
            556             411               2.8
            556             412               2.9
            556             413               3.2
            518             413               3.8
            512             413               3.9
            512             417               4.1
            488             417               4.2
            488             418               4.4
            488             421               4.6
            488             422               4.7
            488             423               4.8
            488             424               4.8
            485             424               5.1
            485             426               5.2
            475             426               5.3
            475             430               5.3
            475             433               5.4
            475             434               5.4
            475             435               5.4
            475             437               5.6
            475             438               5.7
            475             439               5.7
            468             439               5.7
            468             441               5.7
            468             442               5.8
            468             443               5.9
            468             444               5.9
            468             445               6.0
            461             445               6.1
            461             446               6.2
            461             447               6.4
            461             448               6.4
            461             449               6.5
            461             450               6.5
            461             451               6.5
            461             452               6.5
            461             453               6.7
            461             454               6.7
            461             455               6.7
            461             456               6.8
            461             457               6.8
            461             458               6.8
            461             459               6.8
            461             460               6.8
            461             461               6.8

../solutions/ILP1/R07_08_05_00         461.000             461             461             461              47         0.00000           6.796               1

