             UB              LB           Time(s)
            568              33               0.1
            568             406               0.1
            518             406               0.2
            518             415               0.2
            478             415               0.2
            478             417               0.2
            478             423               0.2
            478             424               0.3
            478             429               0.4
            478             430               0.4
            478             433               0.5
            478             435               0.5
            478             436               0.6
            478             437               0.7
            473             437               0.9
            473             438               0.9
            473             439               1.0
            473             442               1.1
            473             443               1.1
            462             443               1.1
            462             447               1.2
            462             448               1.2
            462             451               1.2
            462             462               1.2

../solutions/ILP1/R08_06_02_00         462.000             462             462             462              13         0.00000           1.160               1

