             UB              LB           Time(s)
            557             -55               0.1
            557             365               0.2
            557             391               0.5
            557             392               0.6
            557             396               0.7
            557             397               0.8
            557             400               1.1
            557             401               1.4
            556             401               1.4
            556             402               1.4
            556             403               1.5
            556             404               1.5
            534             404               1.6
            534             405               1.7
            534             406               1.7
            534             407               1.8
            534             408               1.9
            534             409               2.0
            513             409               2.0
            513             410               2.8
            513             411               2.8
            513             415               3.1
            513             417               3.4
            513             418               3.4
            513             419               3.9
            513             420               4.0
            513             424               4.0
            491             424               4.3
            461             424               4.3
            461             429               4.5
            461             430               4.7
            461             431               4.7
            461             434               4.8
            461             437               4.8
            461             442               4.8
            461             443               4.8
            461             444               4.9
            461             445               4.9
            461             446               5.0
            461             447               5.1
            461             448               5.3
            461             449               5.3
            461             450               5.3
            461             452               5.4
            461             453               5.4
            461             454               5.4
            461             455               5.4
            461             456               5.4
            461             457               5.5
            461             458               5.5
            461             459               5.5
            461             460               5.5
            461             461               5.5

../solutions/ILP1/R07_08_03_00         461.000             461             461             461              29         0.00000           5.485               1

