             UB              LB           Time(s)
            622             365               1.4
            622             386               4.2
            622             395               7.3
            622             410              14.4
            622             415              21.1
            622             416              22.5
            622             417              26.8
            622             418              27.8
            622             419              48.2
            622             421              55.0
            622             423              61.2
            622             424              65.0
            622             425              70.5
            587             425             221.4
            587             426             242.3
            584             426             244.7
            584             428             423.8
            584             429             429.1
            584             430             433.9
            584             431             446.5
            584             432             459.8
            584             433             468.7
            584             434             481.6
            584             435             493.9
            584             436             505.0
            584             437             514.3
            584             438             531.2
            584             439             564.5
            584             440             589.4
            584             441             617.6
            584             442             683.7
            584             443             715.1
            584             444             738.5
            584             445             765.9
            584             446             833.3
            584             447             840.1
            584             448             854.2
            584             449             865.8
            583             449            1272.2
            581             449            1472.8
            581             451            1789.2
            581             455            1996.3
            581             458            2332.2
            581             459            2371.4
            581             460            2473.6
            581             461            2616.2
            581             462            2643.3
            581             463            2697.4
            581             464            2725.2
            581             465            3046.3
            581             466            3099.4
            581             467            3233.6
            581             468            3591.6

../solutions/ILP1/R05_10_10_02         467.030             468             581             563               9         0.19449        3600.007               0

