             UB              LB           Time(s)
            671             444               1.1
            671             477               2.6
            671             483               3.7
            671             484               3.9
            671             491               5.6
            671             496               8.1
            671             497               9.1
            671             498              10.1
            671             499              11.0
            671             500              11.9
            671             501              13.6
            671             502              14.7
            671             503              15.9
            671             504              16.8
            671             505              17.9
            671             506              20.3
            671             507              31.2
            671             508              37.2
            671             510              41.0
            671             511              42.6
            671             512              45.2
            671             514              47.0
            671             522              99.1
            671             529             123.5
            671             539             151.0
            671             540             200.9
            671             542             223.9
            671             543             244.7
            671             544             249.9
            671             545            1833.6
            671             546            1928.8
            671             547            2085.1
            671             548            2215.9
            671             549            2399.0
            671             550            2444.1
            671             551            2553.1
            671             552            2680.9
            671             553            2787.8
            671             554            2928.2
            671             555            3016.2
            671             556            3152.9
            671             557            3273.9
            671             558            3393.2
            671             559            3553.5

../solutions/ILP1/R09_10_03_10         558.345             559             671             671               0         0.16692        3600.116               0

