             UB              LB           Time(s)
           1186             554              51.9
           1186             585              95.7
           1186             589             119.5
           1186             597             165.1
           1186             599             180.4
           1186             606             226.8
           1186             607             264.8
           1186             608             281.8
           1186             611             324.8
           1186             612             365.8
           1186             613             384.9
           1186             615             440.8
           1186             616             462.7
           1186             618             495.4
           1186             619             524.4
           1186             620             578.4
           1186             621             646.6
           1186             622             751.9
           1186             623             788.2
           1186             624             845.9
           1186             625             936.8
           1186             626            1025.2
           1186             627            1128.7
           1186             628            1568.4

../solutions/ILP1/R05_20_05_00         627.736             628            1186            1186               0         0.47049        3600.249               0

