             UB              LB           Time(s)
            689            -100               0.9
            689             418               1.9
            689             428               3.0
            689             431               4.2
            689             432               4.5
            689             433               4.6
            689             438               5.8
            689             441               7.2
            689             442               8.4
            689             443               8.7
            689             444               9.2
            689             445              10.3
            689             446              11.0
            689             447              12.2
            689             448              13.4
            689             449              14.4
            689             450              15.1
            689             451              17.4
            689             452              18.9
            689             453              21.9
            689             454              22.1
            689             456              22.3
            689             457              23.0
            680             457              53.2
            680             464              55.5
            663             464              85.8
            647             464              96.1
            647             465             142.7
            647             467             145.0
            619             467             167.8
            618             467             175.7
            603             467             175.9
            603             469             183.0
            552             469             184.2
            552             475             202.1
            552             476             207.3
            536             476             209.0
            536             477             223.9
            536             479             226.2
            536             480             240.6
            536             481             242.2
            536             482             244.3
            536             483             257.0
            536             484             266.8
            536             485             270.7
            536             486             287.4
            536             487             302.5
            536             488             319.7
            536             489             329.8
            536             490             350.4
            536             491             371.2
            536             492             376.9
            536             493             402.6
            536             494             432.3
            536             495             451.8
            536             496             483.7
            536             497             515.2
            536             498             546.9
            536             499             575.8
            536             500             623.7
            536             501             650.4
            536             502             678.1
            536             503             703.3
            536             504             727.7
            536             505             760.0
            536             506             783.1
            536             507             798.9
            536             508             819.0
            536             509             844.1
            536             510             872.4
            536             511             893.3
            536             512             916.9
            536             513             928.0
            536             514             945.8
            536             515             956.1
            536             516             970.8
            536             517             984.4
            536             518             994.2
            536             519            1004.8
            536             520            1012.0
            536             521            1021.4
            536             522            1026.7
            536             523            1031.2
            536             524            1033.5
            536             525            1038.2
            536             526            1042.8
            536             527            1047.1
            536             528            1049.7
            536             529            1053.2
            536             530            1055.6
            536             531            1056.6
            536             532            1057.9
            536             533            1058.9
            536             534            1059.4
            536             535            1059.6
            536             536            1059.7

../solutions/ILP1/R07_12_05_00         536.000             536             536             536              88         0.00000        1059.723               1

