             UB              LB           Time(s)
            916             491              50.0
            916             504             156.4
            916             513             220.8
            916             520             441.6
            916             521             508.1
            916             530             933.3
            916             534            1451.3
            916             535            1748.3
            916             536            1945.5
            916             538            2190.3
            916             539            2382.5
            916             540            2502.2
            916             541            2683.2
            916             542            2998.6
            916             543            3228.4
            916             544            3444.3

../solutions/ILP1/R07_15_15_05         543.639             544             916             916               0         0.40611        3600.079               0

