             UB              LB           Time(s)
            590             366               0.2
            590             382               0.6
            590             385               0.7
            590             395               0.9
            590             396               0.9
            590             404               1.3
            590             409               1.7
            590             413               1.9
            590             414               2.0
            590             415               2.1
            590             416               2.2
            590             418               3.0
            590             420               3.1
            590             422               3.2
            590             425               3.4
            590             426               3.4
            590             427               3.5
            545             427               4.7
            545             428               5.0
            544             428               5.1
            544             430               5.4
            539             430               5.5
            539             433               6.4
            539             434               7.2
            539             436               7.6
            539             442               7.9
            539             447               8.2
            539             449               8.6
            539             453               9.2
            533             453               9.8
            533             454              10.1
            533             455              11.5
            533             456              11.9
            533             457              12.7
            533             458              13.8
            533             459              14.0
            533             460              14.3
            533             461              14.8
            533             462              15.3
            533             463              16.2
            533             464              17.4
            533             465              18.1
            533             466              19.0
            533             467              19.3
            533             468              20.7
            533             469              21.5
            533             470              21.9
            533             471              23.4
            533             472              23.7
            533             473              24.2
            533             474              50.4
            533             475              50.4
            533             476              50.7
            533             477              52.7
            533             478              53.7
            533             479              54.0
            533             480              54.7
            533             481              55.2
            533             482              55.5
            533             483              57.0
            533             484              58.0
            533             485              58.8
            533             486              59.5
            533             487              60.0
            533             488              61.3
            533             489              62.3
            533             490              62.6
            533             491              63.1
            533             492              63.3
            533             493              64.2
            533             494              64.5
            533             495              64.7
            533             496              65.3
            533             497              65.4
            533             498              65.7
            533             499              65.9
            533             500              66.0
            533             501              66.3
            533             502              66.6
            533             503              66.7
            533             504              67.1
            533             505              67.5
            533             506              67.6
            533             507              67.8
            533             508              68.0
            533             509              68.9
            533             510              69.2
            533             511              69.4
            533             512              69.5
            533             513              69.6
            533             514              70.0
            533             515              70.3
            533             516              70.3
            533             517              70.4
            533             518              70.5
            533             519              70.6
            533             520              70.7
            533             521              70.8
            533             522              70.9
            533             523              71.0
            533             524              71.1
            533             525              71.1
            533             526              71.1
            533             527              71.1
            533             528              71.2
            533             530              71.2
            533             533              71.2

../solutions/ILP1/R05_08_01_01         533.000             533             533             528               5         0.00000          71.172               1

