             UB              LB           Time(s)
           1048              -3               3.2
           1048             599               6.1
           1048             637              12.3
           1048             638              14.1
           1048             642              15.2
           1048             654              18.7
           1002             654              20.0
           1002             655              20.3
           1002             666              24.2
           1002             670              30.5
           1002             671              32.6
           1002             672              35.8
           1002             673              39.6
           1002             675              43.5
           1002             677              48.1
           1002             678              53.0
           1002             679              57.0
           1002             680              59.7
           1002             681              68.0
           1002             683              83.6
           1002             684              90.3
           1002             685             103.2
           1002             687             106.0
           1002             688             110.9
           1002             692             310.7
            999             692             352.5
            992             692             353.9
            890             692            1160.3
            889             692            1253.5
            889             698            1387.1
            889             699            1519.3
            889             700            1551.0
            889             701            1606.7
            889             702            1665.2
            889             703            1837.4
            889             704            1892.5
            870             704            1937.7
            857             704            1950.2
            857             705            1999.2
            857             706            2394.0
            839             706            2435.0
            839             707            2613.8
            839             708            2704.1
            839             709            2855.8
            839             710            3012.6
            839             711            3257.2
            839             712            3343.2
            828             712            3515.7
            828             713            3572.0

../solutions/ILP1/R08_15_05_00         712.058             713             828             828             107         0.13889        3600.056               0

