             UB              LB           Time(s)
            495             378               0.1
            495             387               0.3
            495             388               0.3
            495             403               0.4
            495             404               0.5
            495             417               0.8
            495             418               0.8
            495             420               1.0
            495             421               1.0
            495             423               1.2
            495             424               1.3
            495             425               1.4
            436             425               1.6
            436             431               1.7
            436             432               1.8
            435             432               2.0
            434             432               2.1
            434             433               2.6
            434             434               2.7

../solutions/ILP1/R07_06_04_01         434.000             434             434             430               4         0.00000           2.678               1

