             UB              LB           Time(s)
            980             471              21.8
            980             496              38.6
            949             496              39.6
            949             497              41.4
            949             504              54.6
            949             524              74.4
            949             525              76.9
            949             529              90.6
            949             531              97.2
            949             532             107.2
            949             533             110.0
            949             536             122.7
            949             537             128.7
            949             539             137.4
            949             540             146.4
            949             542             161.3
            949             543             171.7
            949             544             182.1
            949             545             202.8
            949             546             211.1
            949             547             230.4
            949             548             247.8
            949             549             316.5
            949             550             341.5
            949             556             364.7
            926             556            1671.1
            926             558            2416.9

../solutions/ILP1/R05_15_02_02         557.893             558             926             922               2         0.39741        3600.061               0

