             UB              LB           Time(s)
            590             370               0.3
            590             391               0.8
            590             392               0.9
            590             414               1.2
            590             423               1.8
            590             426               2.4
            590             428               2.6
            590             429               2.9
            590             430               3.1
            590             431               3.4
            590             433               5.5
            590             434               6.1
            590             435               6.6
            590             441               7.0
            590             444               7.4
            590             447               7.8
            590             449               8.1
            590             453               8.5
            590             454               8.6
            590             459              34.6
            590             461              35.5
            590             462              37.0
            590             463              68.9
            590             464              75.0
            590             465              81.2
            590             466              87.2
            590             467              90.8
            590             468              92.8
            590             471              94.8
            590             472             100.5
            590             476             101.4
            590             477             104.5
            590             478             110.9
            590             479             117.2
            590             480             118.0
            590             481             120.0
            590             482             124.3
            590             483             128.2
            590             484             136.1
            590             485             139.3
            590             486             143.8
            590             487             152.9
            590             488             161.6
            590             489             179.0
            590             490             181.7
            590             491             195.7
            590             492             199.5
            590             493             205.1
            590             494             214.3
            590             495             217.5
            590             496             227.5
            590             497             232.8
            590             498             240.8
            590             499             252.1
            590             500             257.5
            590             501             264.2
            590             502             267.7
            590             503             278.1
            590             504             301.8
            590             505             313.0
            590             506             319.6
            590             507             331.1
            590             508             352.2
            590             509             362.1
            590             510             377.9
            590             511             384.9
            590             512             400.3
            590             513             424.5
            590             514             446.6
            590             515             475.8
            590             516             494.8
            590             517             511.0
            590             518             535.2
            590             519             548.6
            590             520             566.3
            590             521             580.4
            590             522             592.3
            590             523             610.5
            590             524             638.7
            590             525            1235.7
            590             526            1250.1
            590             529            1254.9
            590             530            1262.5
            590             531            1267.8
            590             532            1272.5
            590             533            1282.6
            590             534            1312.6
            590             535            1315.4
            590             536            1335.0
            590             537            1341.4
            590             538            1354.8
            590             539            1371.8
            590             540            1379.6
            590             541            1393.5
            590             542            1401.5
            590             543            1411.2
            590             544            1436.3
            590             545            1451.3
            590             546            1468.4
            590             547            1481.4
            590             548            1498.0
            590             549            1517.5
            590             550            1540.7
            590             551            1571.4
            590             552            1595.0
            590             553            1618.7
            590             554            1643.9
            590             555            1666.6
            590             556            1693.1
            590             557            1717.5
            590             558            1733.9
            590             559            1776.3
            590             560            1801.8
            590             561            1834.3
            590             562            1863.3
            590             563            1888.7
            590             564            1921.5
            590             565            1948.0
            590             566            1968.6
            590             567            1987.4
            590             568            2005.5
            590             569            2023.2
            590             570            2042.4
            590             571            2060.6
            590             572            2074.9
            590             573            2091.4
            590             574            2106.3
            590             575            2114.5
            590             576            2122.1
            590             577            2127.2
            590             578            2132.7
            590             579            2136.3
            590             580            2139.0
            590             581            2141.8
            590             582            2144.5
            590             583            2146.5
            590             584            2157.4
            590             585            2158.2
            590             586            2158.9
            590             587            2159.0
            590             588            2159.2
            590             589            2159.3
            590             590            2159.3

../solutions/ILP1/R05_08_03_20         590.000             590             590             590               0         0.00000        2159.303               1

