             UB              LB           Time(s)
            571              -6               0.1
            571             396               0.2
            571             429               0.4
            571             433               0.5
            571             434               0.5
            571             451               0.7
            571             465               1.0
            571             467               1.0
            571             468               1.0
            571             473               1.4
            571             474               1.5
            571             476               1.6
            571             478               2.1
            571             479               2.1
            571             480               2.1
            571             484               2.2
            571             492               2.2
            571             493               2.2
            571             495               2.8
            571             500               3.1
            560             500               3.5
            552             500               3.9
            552             501               4.5
            547             501               4.8
            547             502               4.9
            547             503               5.4
            547             504               5.5
            547             505               5.8
            547             506               5.9
            547             507               5.9
            547             508               6.1
            547             509               6.4
            547             510               6.5
            547             511               6.9
            547             512               7.1
            547             514               7.2
            547             515               7.5
            547             516               7.7
            547             517               8.0
            547             518               8.3
            547             519               8.6
            547             520               8.9
            547             521               8.9
            547             522               9.1
            547             523               9.8
            547             524              10.1
            547             525              10.5
            547             526              10.6
            547             527              11.2
            547             528              11.3
            547             529              11.5
            547             530              11.6
            547             531              11.7
            547             532              11.8
            547             533              12.0
            547             534              12.1
            547             535              12.3
            547             536              12.5
            547             537              12.5
            547             538              12.6
            547             539              12.6
            547             540              12.6
            547             541              12.6
            547             542              12.6
            547             543              12.7
            547             544              12.7
            547             545              12.7
            547             546              12.7
            547             547              12.7

../solutions/ILP1/R09_08_04_00         547.000             547             547             547              43         0.00000          12.690               1

