             UB              LB           Time(s)
            797             507               1.1
            797             531               2.6
            797             532               2.8
            797             541               3.8
            797             546               5.6
            797             549               7.7
            797             550               8.1
            797             551               9.4
            797             553              15.0
            797             554              17.7
            797             564              78.5
            797             569             137.6
            797             571             161.4
            797             572             191.3
            797             573             589.1
            797             575             589.8
            797             576             596.1
            797             577             601.9
            797             578             627.7
            797             579             666.6
            797             580             714.1
            797             581             824.3
            797             583             839.3
            797             584             851.7
            797             585             910.3
            797             586             978.4
            797             587            1062.2
            797             588            1152.6
            797             589            1344.4
            797             590            1355.7
            797             591            1382.2
            788             591            1424.1
            788             592            1454.9
            788             593            1492.6
            788             594            1518.8
            788             595            1631.6
            788             596            1724.4
            788             597            1754.6
            788             598            1817.5
            788             599            1847.7
            788             600            1965.4
            788             601            2001.7
            788             602            2053.9
            788             603            2144.2
            788             604            2158.9
            788             605            2186.2
            788             606            2301.4
            788             607            2435.6
            788             608            2610.0
            788             609            2633.6
            788             610            2667.6
            788             611            2812.4
            788             612            2862.1
            788             613            2962.3
            788             614            3133.1
            788             615            3241.2
            788             616            3406.8

../solutions/ILP1/R08_10_03_20         615.031             616             788             768               1         0.21827        3600.038               0

