             UB              LB           Time(s)
           1186             576             307.7
           1186             611             636.3
           1186             612             689.0
           1186             636            1061.1
           1186             638            1157.5
           1186             644            1690.5
           1186             645            1842.9
           1186             648            2253.3
           1186             649            2561.7
           1186             650            2614.7
           1186             651            2794.2
           1186             652            2846.2
           1186             653            3132.1
           1186             654            3458.1

../solutions/ILP1/R05_20_05_20         653.175             654            1186            1186               0         0.44857        3600.222               0

