             UB              LB           Time(s)
            904             529               3.2
            904             546               6.9
            904             566              12.5
            904             567              14.4
            904             575              21.5
            904             581              30.8
            904             582              36.5
            904             583              40.9
            904             584              47.3
            904             585              82.1
            904             586              92.4
            904             587             100.7
            904             589             106.3
            904             590             111.0
            904             593             115.2
            904             594             116.4
            904             595             125.3
            904             596             132.4
            904             597             189.3
            904             600             847.9
            890             600            1035.7
            890             606            1075.9
            890             607            1463.5
            890             608            1482.6
            890             609            1503.8
            890             610            1531.9
            890             611            1688.3
            890             612            1739.0
            890             613            1756.4
            890             614            1779.7
            890             615            1822.4
            890             616            1870.8
            890             617            1879.3
            890             618            1907.2
            890             619            1935.4
            890             628            2913.7
            890             630            2920.1
            890             631            3590.2

../solutions/ILP1/R06_12_04_10         630.689             631             890             870               2         0.29101        3600.018               0

