             UB              LB           Time(s)
            571              -6               0.1
            571             396               0.2
            571             439               0.5
            571             446               0.5
            571             447               0.5
            571             452               0.7
            571             461               0.9
            571             462               1.0
            571             468               1.4
            571             470               1.4
            571             472               1.5
            571             473               1.6
            571             474               1.8
            571             475               1.9
            571             476               2.0
            571             477               2.1
            571             478               2.2
            571             481               3.0
            571             482               3.0
            571             483               3.1
            571             485               3.5
            571             486               3.5
            571             487               3.8
            571             497               5.0
            571             498               5.5
            571             499               5.5
            552             499               6.0
            552             500               6.1
            552             501               7.3
            552             503               7.7
            552             504               7.8
            552             505               7.8
            552             507               8.2
            548             507               8.3
            548             508               8.5
            548             509               8.7
            548             510               8.9
            548             511               9.2
            548             512               9.2
            548             513               9.3
            548             514               9.4
            548             515               9.7
            548             516               9.7
            548             517               9.9
            548             518              10.4
            547             518              10.5
            547             519              10.5
            547             520              10.5
            547             521              10.9
            547             522              10.9
            547             523              10.9
            547             524              11.6
            547             525              11.7
            547             526              11.9
            547             527              12.1
            547             528              12.2
            547             529              12.3
            547             530              12.4
            547             531              12.5
            547             532              12.7
            547             533              12.9
            547             534              13.1
            547             535              13.1
            547             536              13.2
            547             537              13.4
            547             538              14.1
            547             539              14.2
            547             540              14.3
            547             541              14.4
            547             542              14.4
            547             543              14.4
            547             544              14.4
            547             545              14.5
            547             546              14.5
            547             547              14.5

../solutions/ILP1/R09_08_02_00         547.000             547             547             547              22         0.00000          14.490               1

