             UB              LB           Time(s)
            751             499               3.1
            751             510               6.5
            751             517               9.7
            751             522              14.8
            751             523              16.2
            751             526              24.0
            751             527              29.3
            751             528              33.8
            751             529              40.5
            751             530              45.4
            751             531              50.6
            751             532              55.6
            751             533              61.4
            751             534              68.7
            751             535              78.3
            751             536              81.9
            751             537             113.1
            751             538             119.5
            751             539             121.1
            751             540             126.2
            751             541             131.4
            751             542             139.9
            751             543             161.5
            751             545             170.7
            751             546             179.6
            742             546             234.2
            740             546             285.8
            736             546             313.0
            736             547             319.5
            736             549             589.6
            736             554             716.5
            703             554            1498.1
            701             554            1552.4
            701             555            2133.4
            701             556            2310.3
            701             557            2342.0
            701             560            2577.0
            701             562            2592.4
            701             563            2673.2
            701             564            2713.0
            701             565            2761.4
            701             566            3149.5
            701             567            3368.8

../solutions/ILP1/R09_12_03_02         566.985             567             701             683               9         0.19116        3600.016               0

