             UB              LB           Time(s)
            568             411               0.1
            568             419               0.3
            568             426               0.5
            568             429               0.7
            568             430               0.7
            568             432               0.9
            568             433               1.0
            568             434               1.1
            568             435               1.2
            568             436               1.3
            568             437               1.3
            568             438               1.5
            498             438               1.9
            498             439               2.1
            498             441               2.3
            498             442               2.4
            498             443               2.5
            498             454               3.5
            498             456               3.7
            498             457               3.8
            498             458               4.2
            498             459               4.3
            498             460               4.3
            498             462               4.4
            498             463               4.4
            498             464               4.7
            498             465               4.8
            498             468               5.1
            498             469               5.2
            498             470               5.3
            498             471               5.4
            498             473               5.7
            498             474               5.8
            498             475               5.9
            498             476               6.0
            498             477               6.4
            498             478               6.9
            498             479               6.9
            498             480               7.2
            498             481               7.5
            498             482               8.0
            498             483               8.2
            498             484               8.3
            498             485               8.3
            498             486               8.6
            498             487               8.7
            498             488               9.0
            498             489               9.1
            498             490               9.5
            498             491               9.7
            498             492               9.9
            498             493               9.9
            498             494               9.9
            498             495              10.0
            498             496              10.1
            498             497              10.1
            498             498              10.1

../solutions/ILP1/R08_06_05_10         498.000             498             498             478               2         0.00000          10.078               1

