             UB              LB           Time(s)
            501             417               0.1
            501             438               0.2
            501             442               0.3
            501             443               0.3
            501             450               0.5
            501             456               0.6
            501             458               0.7
            501             460               0.8
            501             461               0.8
            501             462               0.9
            501             463               1.4
            501             466               1.6
            501             467               1.6
            501             469               2.1
            501             470               2.2
            501             471               2.3
            501             472               2.3
            501             473               2.4
            501             474               2.4
            501             476               2.5
            501             477               2.5
            501             480               2.9
            501             481               3.0
            501             483               3.0
            501             485               3.4
            501             486               3.5
            501             487               3.8
            501             488               3.8
            501             489               3.9
            501             492               4.0
            501             493               4.0
            501             494               4.0
            501             496               4.0
            501             500               4.0
            501             501               4.0

../solutions/ILP1/R09_06_01_02         501.000             501             501             501               0         0.00000           4.029               1

