             UB              LB           Time(s)
            557             371               0.3
            557             398               0.8
            557             401               0.9
            557             405               1.2
            557             406               1.2
            557             407               1.3
            557             410               1.6
            557             411               1.7
            557             415               2.2
            557             416               2.4
            557             417               2.7
            557             418               3.1
            557             419               3.4
            557             420               5.0
            557             423               5.4
            557             424               5.9
            557             425               7.6
            557             426               8.1
            557             427               8.2
            557             428               8.5
            557             436              14.0
            511             436              16.0
            511             438              18.3
            511             440              21.0
            511             442              22.3
            511             444              23.7
            511             445              23.9
            511             446              24.5
            511             448              26.6
            511             449              27.3
            511             450              28.4
            511             451              29.6
            511             452              31.8
            511             454              32.8
            511             455              35.8
            511             456              36.9
            511             457              36.9
            511             458              38.0
            511             459              38.7
            511             460              42.1
            511             461              43.8
            511             462              43.9
            511             464              44.3
            511             465              45.1
            511             466              47.8
            511             467              49.5
            511             468              50.5
            511             469              51.1
            511             470              52.4
            511             471              54.5
            511             472              55.0
            511             473              56.3
            511             474              57.6
            511             475              59.2
            511             476              62.1
            511             477              63.1
            511             478              65.1
            511             479              69.3
            511             480              71.8
            511             481              74.8
            511             482              76.7
            511             483              79.0
            511             484              80.2
            511             485              81.9
            511             486              82.4
            511             487              83.5
            511             488              84.8
            511             489              86.9
            511             490              87.8
            511             491              89.1
            511             492              90.1
            511             493              91.3
            511             494              92.2
            511             495              94.8
            511             496              95.1
            511             497              96.4
            511             498              97.8
            511             499              98.5
            511             500              99.6
            511             501             100.4
            511             502             100.5
            511             503             101.8
            511             504             102.0
            511             505             102.2
            511             506             102.3
            511             507             102.4
            511             508             102.7
            511             509             102.7
            511             510             102.8
            511             511             102.8

../solutions/ILP1/R07_08_02_10         511.000             511             511             491               2         0.00000         102.763               1

