             UB              LB           Time(s)
            568              33               0.1
            568             406               0.1
            568             417               0.2
            478             417               0.2
            478             418               0.2
            478             423               0.2
            478             424               0.2
            478             428               0.3
            478             429               0.3
            478             434               0.5
            478             435               0.5
            478             436               0.5
            478             437               0.7
            478             439               0.9
            478             440               0.9
            478             441               1.0
            476             441               1.2
            476             442               1.3
            476             443               1.3
            476             444               1.3
            476             445               1.3
            476             447               1.3
            468             447               1.4
            468             451               1.4
            468             455               1.4
            466             455               1.4
            466             456               1.4
            462             458               1.4
            462             462               1.4

../solutions/ILP1/R08_06_04_00         462.000             462             462             462              29         0.00000           1.403               1

