             UB              LB           Time(s)
            751             500               3.5
            751             509               9.6
            751             515              16.4
            751             524              26.5
            751             528              38.5
            751             529              40.7
            751             530              46.5
            751             531              49.0
            751             532              60.0
            751             533              62.2
            751             534              69.2
            751             535              79.2
            751             536              83.6
            751             537              95.5
            751             538             102.2
            751             539             116.7
            751             540             130.0
            751             541             194.7
            751             542             205.3
            751             543             342.2
            751             544             362.4
            751             545             397.5
            751             546             723.0
            751             549             895.7
            742             549            1241.8
            742             551            1265.0
            742             552            2158.4
            742             554            2174.3

../solutions/ILP1/R09_12_05_05         553.107             554             742             732               2         0.25337        3600.026               0

