             UB              LB           Time(s)
            885             544               3.2
            885             560               7.3
            885             562               9.1
            885             574              14.4
            885             584              22.6
            885             586              35.7
            885             587              37.6
            885             588              49.6
            885             589              55.8
            885             590              70.8
            885             591              79.7
            885             592              89.1
            885             593              96.3
            885             594             150.5
            885             595             161.5
            865             595             181.6
            865             597             213.0
            865             598             223.2
            865             599             259.7
            865             600             924.8
            865             601            1116.8
            865             602            1537.2
            797             602            1560.6
            797             603            1569.2
            797             604            1588.6
            797             605            1612.5
            797             606            1644.6
            797             607            1661.7
            797             608            1679.4
            797             609            1697.6
            797             610            1738.0
            797             611            1768.6
            797             612            1797.8
            797             613            1824.1
            797             614            1863.8
            797             615            1895.4
            797             616            2046.9
            797             618            2059.8
            797             619            2086.4
            797             620            2129.4
            795             620            2380.6
            795             621            3513.3

../solutions/ILP1/R08_12_04_02         620.154             621             795             781               7         0.21887        3600.042               0

