             UB              LB           Time(s)
            495             394               0.1
            495             406               0.2
            495             415               0.3
            495             422               0.4
            495             427               0.5
            495             428               0.5
            495             431               0.6
            495             432               0.6
            495             433               0.6
            495             434               0.6
            495             436               0.7
            495             437               0.8
            495             438               0.8
            495             439               1.0
            495             440               1.7
            495             448               1.7
            466             448               1.8
            466             449               1.8
            466             460               1.9
            466             466               1.9

../solutions/ILP1/R07_06_01_20         466.000             466             466             446               1         0.00000           1.857               1

