             UB              LB           Time(s)
            571             401               0.3
            571             444               1.0
            571             446               1.1
            571             457               1.7
            571             459               1.8
            571             460               1.9
            571             474               2.7
            571             475               2.9
            571             476               2.9
            571             485               3.8
            571             487               4.1
            571             489               4.5
            571             490               4.7
            571             492               5.4
            571             493               5.7
            571             494               6.0
            571             495               9.4
            571             497              10.1
            571             498              10.2
            571             499              12.3
            571             500              12.7
            571             501              13.1
            571             502              25.3
            571             507              28.4
            571             516              30.5
            571             517              36.8
            571             518              40.6
            571             520              40.8
            571             521              44.1
            571             522              45.3
            571             523              46.9
            571             525              48.2
            571             526              53.4
            571             527              54.1
            571             528              56.2
            571             529              56.4
            571             530              59.2
            571             531              68.1
            571             532              68.8
            571             533              71.5
            571             534              72.7
            571             535              76.9
            571             536              79.5
            571             537              90.6
            571             539              94.8
            571             540              98.3
            571             541              99.7
            571             542             106.9
            571             543             110.4
            571             544             113.3
            571             545             114.8
            571             546             117.1
            571             547             121.1
            571             548             121.9
            571             549             123.9
            571             550             124.5
            571             551             127.0
            571             552             128.0
            571             553             128.9
            571             554             129.2
            571             555             129.5
            571             556             130.6
            571             557             131.7
            571             558             132.5
            571             559             133.6
            571             560             134.0
            571             561             134.4
            571             562             135.7
            571             563             136.3
            571             564             136.4
            571             565             136.7
            571             566             136.8
            571             567             137.3
            571             568             137.6
            571             569             137.6
            571             570             137.6
            571             571             137.6

../solutions/ILP1/R09_08_04_20         571.000             571             571             571               0         0.00000         137.638               1

