             UB              LB           Time(s)
            671             439               1.5
            671             469               3.7
            671             475               5.9
            671             479              11.9
            671             482              20.4
            671             483              22.6
            671             484              26.9
            671             486              29.8
            671             487              34.4
            671             488              41.2
            671             489              50.0
            671             490              53.4
            671             491              75.1
            671             492              79.7
            671             494              86.9
            671             495              92.2
            671             496             109.3
            671             497             113.9
            671             498             119.6
            671             502             215.2
            671             508             264.0
            671             509             526.6
            671             510             552.8
            671             511             643.0
            671             512             653.6
            659             512             765.2
            659             513            1339.7
            657             513            1350.8
            657             514            1480.8
            657             516            1774.0
            657             517            1787.3
            657             518            1827.0
            657             522            1836.3
            657             523            2075.2
            657             524            2123.2
            657             525            2174.7
            657             527            2309.3
            657             528            2437.9
            657             529            2547.2
            657             530            2675.9
            657             531            2732.5
            657             532            2966.8
            620             532            3214.0
            620             533            3285.4
            618             533            3457.2
            616             533            3510.7
            615             533            3566.0

../solutions/ILP1/R09_10_10_01         532.961             533             615             608               7         0.13333        3600.014               0

