             UB              LB           Time(s)
            557             374               0.3
            557             404               0.8
            557             405               0.9
            557             409               1.1
            557             414               1.6
            557             415               1.7
            557             417               2.1
            557             418               2.2
            557             419               2.4
            557             420               2.9
            557             421               4.0
            557             423               4.6
            557             424               4.8
            557             426               5.1
            557             430               5.4
            557             431               9.2
            557             433              11.4
            557             438              12.5
            557             439              14.6
            557             440              19.5
            557             441              20.2
            557             442              21.2
            557             444              25.5
            557             445              27.3
            557             446              28.8
            557             448              72.0
            556             448              72.9
            553             448              72.9
            533             448              73.5
            533             449              74.0
            533             450              77.0
            533             454              78.1
            533             455              80.2
            533             456              84.2
            533             457              85.3
            533             458              91.3
            528             460              92.5
            528             461              93.5
            528             463              95.0
            528             464             100.5
            528             465             101.3
            528             466             101.9
            528             467             104.7
            528             468             106.1
            528             469             109.1
            528             470             113.7
            528             471             116.2
            528             472             119.3
            528             473             122.3
            528             474             123.5
            528             475             124.3
            528             476             128.3
            528             477             132.0
            528             478             133.5
            528             479             136.1
            528             480             146.7
            528             481             149.7
            528             482             151.6
            528             483             153.4
            528             484             156.8
            528             485             162.5
            528             486             168.9
            528             487             171.7
            528             488             174.1
            528             489             178.2
            528             490             180.3
            528             491             184.1
            528             492             192.5
            528             493             195.0
            528             494             199.0
            528             495             203.5
            528             496             205.6
            528             497             206.8
            528             498             209.3
            528             499             212.1
            528             500             214.5
            528             501             217.2
            528             502             220.5
            528             503             222.4
            528             504             225.4
            528             505             226.4
            528             506             231.5
            528             507             233.1
            528             508             234.8
            528             509             236.0
            528             510             237.3
            528             511             239.5
            528             512             241.8
            528             513             242.8
            528             514             243.6
            528             515             244.3
            528             516             245.1
            528             517             245.3
            528             518             245.8
            528             519             246.1
            528             520             246.3
            528             521             246.7
            528             522             246.8
            528             523             247.0
            528             524             247.1
            528             525             247.2
            528             526             247.3
            528             527             247.3
            528             528             247.3

../solutions/ILP1/R07_08_02_20         528.000             528             528             508               1         0.00000         247.330               1

