             UB              LB           Time(s)
            557             365               0.3
            557             388               0.7
            557             395               0.8
            557             400               1.3
            557             403               1.9
            557             404               2.0
            557             406               2.6
            557             407               2.8
            557             408               3.1
            557             409               3.5
            557             410               4.0
            557             411               4.1
            557             412               4.6
            557             413               4.8
            557             414               5.1
            557             415               5.7
            557             416               8.2
            535             416               8.3
            535             418               9.2
            533             418               9.4
            533             419               9.5
            532             419              10.0
            532             420              11.3
            532             421              11.7
            532             422              12.5
            532             424              12.8
            532             425              13.6
            522             429              25.8
            517             429              26.7
            517             430              31.2
            470             430              34.4
            470             431              34.8
            470             432              35.2
            470             434              37.8
            469             434              39.6
            469             435              39.7
            469             436              40.1
            469             437              41.5
            469             438              69.7
            469             440              70.3
            469             445              71.0
            468             445              72.9
            468             447              73.1
            468             448              73.1
            468             449              73.5
            468             450              76.8
            468             451              77.7
            468             453              80.6
            468             454              81.1
            468             455              82.7
            468             456              82.7
            468             457              82.9
            468             458              83.8
            468             460              83.9
            468             461              84.2
            468             462              85.0
            468             463              85.2
            468             464              86.2
            468             465              88.7
            468             466              93.3
            468             467              97.4
            468             468              98.4

../solutions/ILP1/R07_08_04_01         468.000             468             468             461               7         0.00000          98.430               1

