             UB              LB           Time(s)
           1140             615             151.5
           1140             653             172.5
           1140             655             179.8
           1140             672             197.5
           1140             678             204.3
           1140             691             229.6
           1140             692             238.2
           1140             696             258.0
           1140             698             267.9
           1140             699             277.3
           1140             700             290.3
           1140             701             303.6
           1140             702             315.1
           1140             703             327.7
           1140             704             348.1
           1140             706             707.8
           1108             705             759.3
           1108             706             791.2
           1108             707             796.9
           1108             708             807.3
           1108             709             825.4
           1108             710             852.3
           1108             711            1050.4
           1108             712            1505.1
           1108             713            1595.5
           1108             714            1684.2
           1108             716            2549.5
           1038             716            2668.9
           1038             717            2773.7
           1038             718            2977.5
           1038             719            3054.8
           1038             720            3302.2
           1038             721            3562.7

../solutions/ILP1/R06_20_20_00         720.347             721            1038            1038             206         0.30539        3600.397               0

