             UB              LB           Time(s)
            801             495               0.4
            801             535               1.2
            801             540               1.5
            801             554               2.1
            801             566               3.7
            801             574               5.4
            801             575               5.7
            801             577               6.3
            801             578               6.8
            801             579               7.5
            801             580               7.9
            801             584              11.0
            801             585              11.9
            759             585              18.4
            729             585              20.7
            729             588              21.5
            721             588              23.1
            719             588              25.3
            719             590              26.1
            718             590              31.7
            718             594              41.2
            718             596              49.0
            718             597              53.4
            718             598              75.8
            718             601              76.9
            718             603              80.2
            705             603              90.9
            705             604              93.6
            692             604             110.4
            683             604             111.4
            683             606             114.0
            683             607             115.8
            676             607             116.7
            676             610             121.0
            676             611             123.1
            676             614             129.3
            676             615             137.8
            676             616             143.2
            676             617             147.4
            676             618             149.8
            676             619             155.5
            676             621             160.9
            676             622             165.6
            675             622             180.7
            675             623             182.2
            675             624             185.7
            675             625             192.3
            675             626             194.5
            675             627             200.5
            675             628             210.6
            675             629             213.9
            675             630             217.2
            675             631             222.9
            675             632             232.6
            675             633             238.4
            675             634             247.0
            675             635             253.9
            675             636             263.2
            675             637             271.3
            675             638             274.8
            675             639             279.8
            675             640             288.9
            675             641             297.0
            675             642             304.0
            675             643             311.1
            675             644             328.3
            675             645             336.4
            675             646             341.1
            675             647             348.1
            675             648             352.5
            675             649             359.4
            675             650             364.7
            675             651             370.3
            675             652             376.5
            675             653             382.5
            675             654             387.2
            675             655             397.8
            675             656             402.1
            675             657             405.0
            675             658             406.8
            675             659             411.4
            675             660             411.6
            675             661             413.0
            675             662             414.2
            675             663             416.4
            675             664             417.0
            675             665             420.0
            675             666             420.9
            675             667             422.5
            675             668             424.8
            675             669             425.0
            675             670             425.6
            675             671             426.0
            675             672             426.5
            675             673             433.2
            675             674             446.1
            675             675             450.9

../solutions/ILP1/R06_08_08_01         675.000             675             675             669               6         0.00000         450.901               1

