             UB              LB           Time(s)
            722             -20               0.9
            722             368               1.6
            722             387               2.6
            722             388               2.9
            722             389               3.2
            722             408               4.1
            722             426               5.3
            722             427               5.5
            722             432               6.8
            722             433               7.1
            722             434               7.7
            722             435               8.7
            722             436               9.2
            722             437              11.3
            722             438              15.2
            722             439              16.3
            722             440              17.0
            722             443              17.5
            722             444              18.4
            682             444              26.9
            678             444              32.9
            678             451              42.5
            659             451             113.5
            659             453             114.3
            646             453             122.7
            646             455             130.9
            646             456             140.7
            643             456             141.4
            643             460             143.9
            643             461             145.3
            643             462             146.5
            643             463             146.6
            619             463             152.8
            619             464             162.3
            571             464             163.1
            571             465             173.4
            571             466             173.6
            571             467             180.4
            571             468             185.8
            570             468             192.4
            570             469             204.1
            570             470             209.4
            570             471             214.9
            570             472             226.3
            570             473             252.0
            570             474             253.8
            570             475             267.3
            570             476             278.5
            570             477             294.9
            570             478             302.9
            570             479             318.8
            570             480             332.8
            570             481             348.8
            570             482             363.0
            570             483             381.0
            570             484             396.2
            570             485             409.9
            561             485             415.4
            561             486             420.7
            561             487             436.2
            561             488             448.0
            561             489             462.8
            561             490             480.4
            561             491             501.9
            561             492             512.9
            561             493             536.5
            561             494             556.1
            561             495             566.6
            561             496             589.1
            561             497             611.2
            561             498             631.6
            561             499             648.3
            561             501            1278.9
            561             502            1318.4
            561             507            1324.5
            561             508            1326.0
            561             510            1327.2
            561             512            1352.3
            561             515            1361.6
            561             516            1366.6
            561             517            1368.3
            561             520            1379.1
            561             522            1379.9
            561             523            1386.5
            561             524            1395.8
            561             527            1400.7
            561             529            1406.2
            561             530            1407.0
            561             531            1412.3
            561             532            1416.0
            561             533            1426.5
            561             534            1428.1
            561             535            1429.0
            561             536            1430.8
            561             537            1433.2
            561             538            1434.6
            561             539            1436.6
            561             540            1439.3
            561             541            1443.0
            561             542            1448.0
            561             543            1452.6
            561             544            1454.2
            561             545            1457.4
            561             546            1460.7
            561             547            1463.9
            561             548            1465.9
            561             549            1469.9
            561             550            1470.0
            561             551            1470.7
            561             552            1472.1
            561             553            1472.6
            561             554            1473.0
            561             555            1473.5
            561             556            1474.5
            561             557            1474.8
            561             558            1475.4
            561             559            1475.6
            561             560            1475.8
            561             561            1475.8

../solutions/ILP1/R05_12_05_00         561.000             561             561             561              89         0.00000        1475.819               1

