             UB              LB           Time(s)
            650             403               1.2
            650             411               3.0
            650             413               3.7
            650             417               5.0
            650             418               5.3
            650             429               7.9
            650             433              10.5
            650             434              11.0
            650             435              12.2
            650             437              14.0
            650             439              17.1
            650             440              18.8
            650             441              20.9
            650             442              28.2
            650             445             102.8
            612             445             107.5
            611             445             140.8
            580             445             145.8
            575             445             145.9
            574             445             147.7
            571             445             185.5
            571             456             200.5
            571             457             231.6
            571             461             434.5
            539             461             532.0
            539             464             533.9
            539             465             578.2
            539             466             594.2
            539             467             604.7
            539             468             646.5
            539             469             676.5
            529             469             728.1
            528             469             737.3
            528             470             749.4
            528             471             772.4
            526             471             787.6
            526             472             814.8
            526             473             824.1
            525             473             854.5
            525             474             885.8
            525             475             897.6
            525             476             924.5
            525             477            1007.4
            525             478            1081.7
            525             479            1142.0
            525             480            1158.9
            525             481            1221.2
            525             482            1241.5
            525             483            1300.0
            525             484            1328.5
            525             485            1346.7
            525             486            1393.5
            525             487            1445.3
            525             488            1456.6
            525             489            1469.8
            525             490            1502.2
            525             491            1524.2
            525             492            1533.3
            525             493            1563.4
            525             494            1578.0
            525             495            1632.9
            525             496            1705.4
            525             497            1744.6
            525             498            1799.0
            525             499            1833.9
            525             500            1869.7
            525             501            1881.1
            525             502            1921.8
            525             503            1959.6
            525             504            1973.4
            525             505            2020.6
            525             506            2072.4
            525             507            2134.0
            525             508            2198.1
            525             509            2258.8
            525             510            2296.7
            525             511            2337.3
            525             512            2358.6
            525             513            2377.9
            525             514            2390.5
            525             515            2405.6
            525             516            2422.9
            525             517            2431.5
            525             518            2437.6
            525             519            2464.8
            525             520            2469.0
            525             521            2514.1
            525             522            2717.0
            525             523            3197.3

../solutions/ILP1/R07_10_05_01         522.695             523             525             515              10         0.00381        3600.006               0

