             UB              LB           Time(s)
            501             393               0.1
            501             405               0.2
            501             406               0.2
            501             418               0.3
            501             419               0.4
            501             434               0.5
            501             435               0.5
            501             439               0.7
            501             440               0.7
            501             442               0.7
            497             442               0.8
            497             443               0.8
            497             445               0.8
            497             446               0.9
            497             447               0.9
            497             450               1.5
            496             450               1.5
            496             451               1.5
            496             452               1.7
            496             453               1.7
            496             454               1.9
            484             454               2.0
            471             454               2.1
            471             456               2.1
            471             457               2.1
            471             459               2.2
            471             460               2.2
            471             464               2.2
            471             471               2.2

../solutions/ILP1/R05_06_01_01         471.000             471             471             467               4         0.00000           2.203               1

