             UB              LB           Time(s)
            501             416               0.1
            501             440               0.3
            501             447               0.5
            501             454               0.8
            501             456               0.8
            501             457               0.8
            501             466               1.1
            501             467               1.1
            501             470               1.2
            501             471               1.3
            501             472               1.3
            501             476               2.1
            501             482               2.3
            501             484               2.5
            501             485               2.5
            501             486               3.4
            501             487               3.5
            501             488               3.7
            501             489               3.8
            501             490               3.8
            501             493               3.8
            501             497               3.9
            501             499               3.9
            501             500               3.9
            501             501               3.9

../solutions/ILP1/R09_06_05_05         501.000             501             501             501               0         0.00000           3.878               1

