             UB              LB           Time(s)
            571             396               0.3
            571             444               0.8
            571             453               1.3
            571             459               2.3
            571             460               2.5
            571             466               3.9
            571             467               4.1
            571             469               4.5
            571             470               5.0
            571             471               5.2
            571             474               6.6
            571             476               7.5
            571             477               7.8
            571             480               8.1
            568             480              15.5
            566             480              16.5
            562             480              16.8
            562             487              18.4
            562             488              21.4
            562             491              22.4
            562             494              23.7
            562             495              24.8
            562             496              28.0
            562             497              31.5
            562             498              31.7
            562             499              37.5
            562             500              39.5
            562             501              45.0
            562             502              49.2
            562             503              50.2
            562             504              52.5
            560             504              55.7
            559             504              55.7
            559             505              55.9
            556             505              56.1
            555             505              56.2
            555             506              63.4
            555             507              68.5
            554             507              71.2
            554             508              71.3
            554             509             114.4
            554             510             115.4
            554             511             119.3
            554             512             122.6
            554             513             129.7
            554             514             136.8
            554             515             145.8
            554             516             146.7
            554             517             151.4
            554             518             153.8
            554             519             159.5
            554             520             163.2
            554             521             167.1
            554             522             170.2
            554             523             171.4
            554             524             174.3
            554             525             175.9
            554             526             181.5
            554             527             181.7
            554             528             185.7
            554             529             189.1
            554             530             189.8
            554             531             191.7
            554             532             195.9
            554             533             199.9
            554             534             203.6
            554             535             206.3
            554             536             207.5
            554             537             209.4
            554             538             212.1
            554             539             213.2
            554             540             214.1
            554             541             214.7
            554             542             216.4
            554             543             217.5
            554             544             217.9
            554             545             218.7
            554             546             219.2
            554             547             219.2
            554             548             219.6
            554             549             220.8
            554             550             221.2
            554             551             221.7
            554             552             222.8
            554             553             226.6
            554             554             228.1

../solutions/ILP1/R09_08_04_01         554.000             554             554             548               6         0.00000         228.058               1

