             UB              LB           Time(s)
            689             437               0.2
            689             472               0.2
            689             476               0.2
            689             482               0.3
            689             484               0.3
            689             486               0.3
            689             487               0.3
            689             488               0.3
            689             500               0.4
            689             501               0.8
            689             502               1.0
            689             503               1.6
            689             504               4.6
            689             505               5.4
            689             506               6.3
            688             506              10.8
            678             506              12.2
            678             507              12.3
            678             508              21.9
            678             509              25.7
            678             510              27.8
            678             511              32.6
            678             512              37.9
            678             513              47.3
            678             514              58.1
            678             515              71.4
            678             516              83.3
            678             517              98.0
            678             518             122.5
            678             519             133.6
            678             520             215.3
            678             521             217.3
            678             522             221.7
            678             523             223.4
            678             524             223.9
            678             525             225.1
            678             526             234.2
            678             527             244.2
            678             528             252.3
            678             529             257.1
            678             530             264.5
            678             531             272.5
            678             532             290.6
            678             533             302.5
            678             534             313.4
            678             535             324.5
            678             536             335.8
            678             537             362.1
            678             538             382.5
            678             539             403.4
            678             540             427.1
            678             541             452.3
            678             542             487.3
            678             543             572.7
            678             544             657.9
            678             545             725.6
            678             546             818.6
            678             547             884.2
            678             548            1052.9
            678             549            1216.6
            678             550            1425.7
            678             551            1760.9
            678             552            2118.1
            678             553            2492.4
            678             554            2966.8
            678             555            3485.9

../solutions/ILP2/R07_12_02_10         554.226             555             678             668               1         0.18142        3600.009               0

