             UB              LB           Time(s)
           1186             637               2.1
           1186             753               2.5
           1186             757               2.6
           1186             770               2.8
           1186             774               2.9
           1186             775               3.1
           1186             777               3.3
           1186             781               3.5
           1186             782               3.9
           1186             785               4.1
           1186             786               8.5
           1186             787              60.9
           1186             788             101.1
           1186             789             109.2
           1186             790             127.8
           1186             791             360.4
           1186             792             391.3
           1186             793             485.7
           1186             794             613.2
           1186             795             747.8
           1185             795            1185.3
           1184             795            1409.4
           1184             796            1600.1
           1182             796            2168.2
           1124             796            2860.1
           1120             796            2900.7
           1118             796            3126.2
           1116             796            3164.3
           1110             796            3317.9

../solutions/ILP2/R05_20_05_02         795.882             796            1110            1094               8         0.28288        3600.009               0

