             UB              LB           Time(s)
            909             656               0.4
            909             679               0.6
            909             719               0.7
            909             721               0.8
            909             723               0.9
            909             724               1.0
            897             724               3.2
            897             725               3.4
            897             726               5.7
            892             726               5.9
            892             727              11.4
            892             730              11.8
            892             731              11.9
            892             732              12.7
            892             733              12.8
            892             735              13.4
            892             737              13.5
            892             738              19.9
            892             739             128.2
            892             740             269.2
            859             740             335.0
            856             740             405.9
            855             740             411.5
            854             740             420.6
            852             740             442.0
            851             740             463.6
            851             741             481.0
            851             742             628.5
            843             742             644.8
            840             742             870.0
            840             743             939.8
            823             743             956.2
            818             743             959.3
            818             744            1216.3
            818             745            1530.3
            818             746            1816.7
            818             747            2140.5
            818             748            2575.0
            818             749            3399.1

../solutions/ILP2/R09_15_03_01         748.292             749             818             789              29         0.08435        3600.005               0

