             UB              LB           Time(s)
            571             413               0.1
            571             536               0.1
            571             537               0.1
            571             542               0.2
            571             543               0.2
            571             545               0.5
            571             546               0.7
            571             547               1.2
            571             548               2.0
            571             549               4.5
            571             550               7.4
            571             551              10.9
            571             552              22.3
            571             553              26.1
            571             554              33.1
            571             555              38.4
            571             556              45.2
            571             557              50.7
            571             558              59.0
            571             559              66.4
            571             560              75.3
            571             561              85.1
            571             562              94.2
            571             563             101.5
            571             564             109.4
            571             565             117.4
            571             566             122.2
            571             567             124.1
            571             568             125.6
            571             569             126.0
            571             570             126.2
            571             571             126.2

../solutions/ILP2/R09_08_04_05         571.000             571             571             571               0         0.00000         126.227               1

