             UB              LB           Time(s)
           1199             732               1.3
           1199             797               1.6
           1199             806               1.9
           1199             809               2.2
           1199             810              15.5
           1199             811              19.4
           1199             812              20.3
           1199             813              22.4
           1199             814              23.7
           1199             815              25.2
           1199             816              51.0
           1199             817             268.4
           1199             818             442.3
           1196             818            2036.1
           1196             819            2186.2
           1196             820            3327.7

../solutions/ILP2/R08_20_03_05         819.097             820            1196            1191               1         0.31438        3600.048               0

