             UB              LB           Time(s)
            752             564               0.1
            752             593               0.1
            752             595               0.2
            752             604               0.2
            654             604               0.7
            650             604               0.9
            640             604               1.0
            634             604               1.1
            634             605               1.4
            630             605               1.6
            624             605               2.2
            622             605               2.8
            622             606               3.4
            620             606               7.4
            620             607              10.2
            620             608              11.3
            620             609              14.3
            620             610              17.8
            620             611              20.9
            620             612              25.9
            620             613              32.2
            620             614              37.6
            620             615              48.7
            620             616              61.4
            620             617              73.9
            620             618              80.7
            620             619              82.9
            620             620              83.1

../solutions/ILP2/R08_08_05_02         620.000             620             620             604               8         0.00000          83.128               1

