             UB              LB           Time(s)
           1199             732               2.0
           1199             797               2.3
           1199             803               2.6
           1199             804               2.8
           1199             808               3.2
           1199             809               5.9
           1199             810               6.4
           1199             811              26.4
           1199             812              35.2
           1199             813              35.7
           1199             814              36.3
           1199             815              37.2
           1199             816              50.2
           1199             817             300.2
           1199             818             717.5
           1199             819            3270.1

../solutions/ILP2/R08_20_04_10         818.724             819            1199            1199               0         0.31693        3600.014               0

