             UB              LB           Time(s)
            801             529               0.1
            801             661               0.1
            801             667               0.1
            801             668               0.6
            801             669               1.1
            801             671               2.7
            789             671               3.3
            789             672               3.8
            789             673               8.4
            789             674               8.8
            789             675              12.0
            789             676              14.1
            789             677              16.5
            766             677              21.5
            766             678              26.9
            766             679              33.0
            766             680              39.3
            766             681              50.8
            766             682              57.2
            766             683              67.4
            766             684              79.0
            766             685              91.6
            766             686             110.3
            761             686             123.5
            761             687             124.3
            761             688             151.5
            761             689             172.6
            761             690             285.5
            761             691             298.3
            761             692             306.9
            761             693             320.5
            761             694             329.7
            761             695             344.3
            761             696             364.7
            761             697             382.7
            761             698             410.1
            761             699             436.8
            761             700             459.4
            761             701             491.1
            761             702             530.2
            761             703             565.2
            761             704             612.1
            761             705             655.5
            761             706             704.6
            761             707             765.9
            761             708             823.1
            761             709             889.3
            761             710             953.6
            761             711            1025.3
            761             712            1096.0
            761             713            1176.8
            761             714            1275.2
            761             715            1372.3
            761             716            1468.7
            761             717            1571.6
            761             718            1675.7
            761             719            1798.7
            761             720            1927.6
            761             721            2065.0
            761             722            2201.0
            761             723            2347.3
            761             724            2488.9
            761             725            2631.0
            761             726            2807.1
            761             727            2965.2
            761             728            3140.3
            761             729            3327.0
            761             730            3534.4

../solutions/ILP2/R06_08_04_20         729.275             730             761             701               3         0.04074        3600.006               0

