             UB              LB           Time(s)
            998             650               0.7
            998             782               0.9
            998             783               0.9
            998             786               1.0
            998             787               1.2
            998             793               1.3
            998             794              27.5
            998             795             123.6
            998             796             177.1
            998             797             230.1
            998             798             392.3
            998             799             609.4
            998             800             764.9
            998             801            1228.9
            998             802            1312.3
            998             803            1392.7
            998             804            1414.9
            998             805            1448.1
            998             806            1679.8
            998             807            2333.6
            998             808            2995.7

../solutions/ILP2/R06_15_04_10         807.498             808             998             998               0         0.19038        3600.006               0

