             UB              LB           Time(s)
           1199             732               2.0
           1199             797               2.2
           1199             807               2.7
           1199             808               2.9
           1199             809               3.1
           1199             810               3.3
           1199             812               3.5
           1199             815              41.1
           1199             816              72.0
           1189             816             236.8
           1189             817             552.3
           1189             818            2021.8
           1189             819            2296.3
           1189             820            3154.0
           1189             821            3559.8

../solutions/ILP2/R08_20_04_01         820.114             821            1189            1186               3         0.30950        3600.018               0

