             UB              LB           Time(s)
            501             410               0.0
            501             427               0.0
            501             430               0.0
            491             430               0.1
            491             439               0.1
            491             440               0.1
            491             451               0.1
            491             455               0.1
            491             457               0.2
            491             466               0.3
            491             467               0.5
            488             467               0.5
            467             467               0.7

../solutions/ILP2/R05_06_01_00         467.000             467             467             467              11         0.00000           0.673               1

