             UB              LB           Time(s)
            916             524               0.8
            916             610               0.9
            916             611               0.9
            916             621               1.0
            916             622               1.1
            916             623               1.1
            916             628               1.2
            916             629               1.2
            916             632               1.3
            916             634               4.1
            916             636              13.4
            916             637              14.0
            916             638              14.5
            916             639              15.8
            916             640              16.6
            916             641              17.9
            916             642              18.2
            916             643              22.9
            894             643              89.2
            892             643              90.3
            892             644              92.0
            846             644             131.0
            845             644             140.1
            844             644             160.5
            837             644             164.1
            836             644             168.1
            836             645             366.4
            813             645             407.9
            810             645             800.4
            810             646             843.1
            809             646             905.2
            809             647            1146.5
            809             648            1165.3
            809             649            1551.3
            808             649            1661.7
            788             649            1840.3
            788             650            1875.6
            788             651            2092.2
            788             652            2160.0
            782             652            3192.6
            686             652            3247.1
            686             653            3473.9

../solutions/ILP2/R07_15_04_01         652.091             653             686             651              35         0.04810        3600.005               0

