             UB              LB           Time(s)
           1048             719               0.9
           1048             785               1.0
           1048             786               6.6
           1027             786             106.6
            968             786             137.8
            836             786             139.8
            835             786             170.0
            835             787             219.9
            829             787             249.0
            826             787             260.0
            825             787             264.8
            824             787             267.9
            823             787             274.9
            819             787             286.4
            819             788             325.5
            819             789             545.3
            818             789             699.7
            817             789            1042.6
            816             789            1071.4
            815             789            1078.9
            814             789            1097.0
            814             790            1291.5
            814             791            1657.1
            814             792            2966.5

../solutions/ILP2/R08_15_05_01         791.628             792             814             789              25         0.02703        3600.004               0

