             UB              LB           Time(s)
           1048             719               2.6
           1048             785               2.8
           1048             786              25.6
           1031             786              39.8
           1010             786              41.2
           1008             786              52.5
           1008             787             164.8
           1006             787             363.9
           1004             787             372.4
            966             787             387.6
            960             787             388.9
            956             787             398.0
            874             787             452.6
            872             787             468.5
            866             787             498.5
            862             787             514.8
            862             788             526.1
            860             788             549.1
            858             788             590.8
            856             788             640.6
            850             788             678.5
            850             789             707.3
            850             790             880.5
            848             790            1245.5
            848             791            1367.3
            846             791            1576.1
            842             791            1791.0
            842             792            2085.1
            821             792            3054.3
            817             792            3163.1

../solutions/ILP2/R08_15_15_02         791.600             792             817             789              14         0.03060        3600.004               0

