             UB              LB           Time(s)
            568             416               0.0
            568             461               0.0
            553             461               0.1
            553             462               0.2
            553             463               0.8
            553             464               0.9
            553             465               1.1
            553             466               1.5
            534             466               1.7
            534             467               3.2
            534             468               4.1
            534             469               4.4
            534             470               4.6
            534             471               4.8
            534             472               5.2
            534             473               5.8
            534             474               6.4
            518             474               6.7
            518             475               6.7
            518             476               6.9
            518             477               7.4
            518             478               8.4
            518             479               9.2
            518             480               9.8
            518             481              10.2
            518             482              10.4
            518             483              11.8
            518             484              12.4
            518             485              13.5
            518             486              13.7
            518             487              14.4
            518             488              15.2
            518             489              15.9
            518             490              16.5
            518             491              17.1
            518             492              17.5
            518             493              18.0
            518             494              18.3
            518             495              18.8
            518             496              19.2
            518             497              19.4
            518             498              19.6
            518             499              19.9
            518             500              20.1
            518             501              20.6
            518             502              20.7
            518             503              21.0
            518             504              21.1
            518             505              21.3
            518             506              21.3
            518             507              21.4
            518             508              21.5
            518             509              21.5
            518             510              21.5
            518             511              21.6
            518             512              21.6
            518             513              21.6
            518             514              21.6
            518             515              21.7
            518             516              21.7
            518             517              21.7
            518             518              21.7

../solutions/ILP2/R08_06_06_20         518.000             518             518             478               2         0.00000          21.700               1

