             UB              LB           Time(s)
           1048             719               0.2
           1048             785               0.2
           1025             785               0.3
           1025             786               1.3
           1025             787               2.1
           1025             788               3.3
           1014             788               8.9
           1014             789              19.0
            985             789              33.6
            980             789              73.6
            934             789             131.7
            789             789             170.0

../solutions/ILP2/R08_15_05_00         789.000             789             789             789             116         0.00000         170.036               1

