             UB              LB           Time(s)
           1186             637               0.9
           1186             752               1.1
           1186             757               1.1
           1186             768               1.3
           1186             773               1.3
           1186             775               1.5
           1186             776               1.5
           1186             778               1.7
           1186             779               1.9
           1186             780               2.0
           1186             783              11.2
           1186             784              17.5
           1186             785              17.7
           1186             786              18.2
           1186             787              26.9
           1184             787             225.0
           1182             787             231.9
           1159             787             315.9
           1138             787             542.7
           1138             788             631.1
           1138             789             667.9
           1138             790             724.7
           1138             791             762.3
           1138             792            1142.1
           1117             792            1491.8
           1117             793            1766.1
           1117             794            2391.1
           1117             795            2693.1
           1117             796            3374.1

../solutions/ILP2/R05_20_02_01         795.289             796            1117            1112               5         0.28738        3600.031               0

