             UB              LB           Time(s)
            909             656               0.7
            909             679               0.9
            909             725               1.0
            909             726               1.1
            909             727              14.5
            909             732              15.1
            909             734              16.6
            909             735              16.8
            909             738              17.4
            909             739              24.0
            909             740              36.7
            909             741              47.2
            909             742              78.5
            909             743             159.0
            909             744             162.2
            909             745             165.2
            909             746             241.1
            909             747             265.0
            909             748             275.4
            909             749             295.3
            902             749             390.0
            901             749             411.4
            899             749             436.1
            897             749             445.7
            884             749             472.9
            882             749             497.6
            880             749             602.5
            860             749             604.0
            858             749             604.6
            858             750             984.8
            857             750            1335.9
            851             750            1511.4
            851             751            2326.8
            851             752            3008.1

../solutions/ILP2/R09_15_04_02         751.465             752             851             829              11         0.11633        3600.005               0

