             UB              LB           Time(s)
            752             564               0.1
            752             593               0.1
            752             594               0.4
            752             598               0.4
            752             599               0.5
            752             600               0.9
            752             601               1.0
            737             601               1.2
            679             601               1.3
            679             603               1.8
            676             603               2.0
            661             603               2.1
            656             603               2.6
            656             604               2.6
            656             605               2.9
            646             605               7.9
            646             606              18.8
            646             607              24.7
            646             608              41.4
            646             609              53.1
            646             610              88.3
            646             611             159.1
            646             612             164.0
            646             613             170.9
            646             614             178.7
            646             615             191.0
            646             616             199.9
            646             617             211.2
            646             618             220.5
            646             619             233.0
            646             620             246.6
            646             621             255.2
            646             622             265.6
            646             623             277.8
            646             624             292.2
            646             625             305.2
            646             626             320.4
            646             627             339.4
            646             628             358.3
            646             629             374.9
            646             630             395.3
            646             631             425.0
            646             632             448.5
            646             633             467.9
            646             634             492.2
            646             635             512.9
            644             635             518.0
            644             636             535.0
            644             637             549.7
            644             638             561.8
            644             639             571.1
            644             640             578.9
            644             641             582.2
            644             642             583.8
            644             643             584.8
            644             644             585.1

../solutions/ILP2/R08_08_04_05         644.000             644             644             604               8         0.00000         585.126               1

