             UB              LB           Time(s)
            568             416               0.0
            568             461               0.1
            512             461               0.3
            492             461               0.3
            487             461               0.4
            487             462               0.4
            486             462               0.6
            482             462               0.6
            482             463               1.0
            482             464               1.2
            482             465               1.3
            482             466               1.5
            482             467               1.7
            482             468               1.8
            482             469               2.1
            482             470               2.2
            482             471               2.4
            482             472               2.6
            482             473               2.7
            482             474               2.9
            482             475               2.9
            482             476               3.1
            482             477               3.1
            482             478               3.2
            482             479               3.2
            482             480               3.2
            482             481               3.2
            482             482               3.3

../solutions/ILP2/R08_06_04_05         482.000             482             482             462               4         0.00000           3.254               1

