             UB              LB           Time(s)
            568             416               0.0
            568             461               0.0
            519             461               0.0
            519             462               0.2
            513             462               0.3
            513             463               0.3
            513             464               0.3
            513             465               0.4
            513             466               0.5
            503             466               0.7
            503             467               0.7
            503             468               0.8
            503             469               1.0
            503             470               1.1
            498             470               1.2
            498             471               1.2
            498             472               1.3
            493             472               1.3
            493             473               1.4
            493             474               1.4
            493             475               1.5
            493             476               1.6
            493             477               1.7
            493             478               1.8
            493             479               1.8
            493             480               1.9
            493             481               2.0
            493             482               2.0
            493             483               2.1
            493             484               2.1
            493             485               2.1
            493             486               2.1
            493             487               2.1
            493             488               2.2
            493             489               2.2
            493             490               2.2
            493             491               2.2
            493             492               2.2
            493             493               2.2

../solutions/ILP2/R08_06_01_05         493.000             493             493             478               3         0.00000           2.180               1

