             UB              LB           Time(s)
            650             429               0.3
            650             480               0.3
            650             483               0.4
            650             485               0.5
            650             486               1.4
            650             487               2.0
            650             488               6.4
            650             491              16.6
            649             491              25.6
            649             492              26.9
            649             493              26.9
            649             495              26.9
            649             496              30.9
            649             497              33.0
            649             499              41.0
            649             500              42.0
            649             502              47.0
            623             502              50.2
            623             503              50.7
            623             505              50.7
            613             505              52.8
            613             506              55.6
            613             507              61.1
            613             508              65.1
            613             509              66.5
            613             510              73.9
            613             511              76.4
            613             512              82.0
            613             513              86.0
            613             514              87.3
            613             515              94.5
            613             516             104.7
            605             516             116.1
            605             517             144.3
            605             518             180.6
            605             519             205.2
            605             520             217.7
            605             521             230.5
            605             522             261.7
            605             523             291.0
            605             524             324.3
            605             525             375.1
            605             526             443.1
            605             527            1766.9
            605             528            1916.1
            605             529            2066.9
            605             530            2241.6
            605             531            2433.2
            605             532            2655.6
            605             533            2910.5
            605             534            3208.3
            603             534            3245.4
            593             534            3248.9

../solutions/ILP2/R07_10_10_10         533.788             534             593             533               6         0.09949        3600.002               0

