             UB              LB           Time(s)
            797             582               0.2
            797             597               0.2
            797             598               0.3
            797             611               0.3
            797             612               0.3
            797             619               0.4
            797             620               0.5
            797             621               0.5
            797             622               0.6
            797             623               0.6
            748             623               2.6
            746             623               2.7
            746             624               2.8
            740             624               3.2
            738             624               4.4
            734             624               8.2
            720             624              19.1
            718             624              21.2
            709             624              26.8
            661             624              27.6
            659             624              28.0
            653             624              28.6
            653             625              37.2
            653             626              79.8
            651             626              82.7
            651             627             137.2
            649             627             159.8
            647             627             181.9
            647             628             237.9
            647             629             285.4
            647             630             347.5
            647             631             651.6
            647             632             687.3
            647             633             753.6
            647             634             815.8
            647             635             882.2
            647             636             967.1
            647             637            1023.9
            647             638            1087.7
            647             639            1204.5
            647             640            1350.2
            647             641            1568.5
            647             642            1815.7
            647             643            2097.5
            647             644            2266.5
            647             645            2345.2
            647             646            2363.2
            647             647            2368.5

../solutions/ILP2/R08_10_04_02         647.000             647             647             623              12         0.00000        2368.490               1

